our_color,our_rating,opp_rating,rating_diff,time_class,eco,opening_family,move_count,outcome
black,504,632,-128,bullet,B01,Scandinavian,139,0.0
white,497,647,-150,bullet,B01,Scandinavian,85,0.0
white,575,566,9,blitz,C00,French,44,1.0
black,583,555,28,blitz,B01,Scandinavian,175,1.0
black,575,605,-30,blitz,D00,Queens,121,0.0
white,567,705,-138,blitz,B01,Scandinavian,61,0.0
white,575,559,16,blitz,C20,Kings,79,1.0
black,489,508,-19,bullet,D00,Queens,143,0.0
white,482,569,-87,bullet,C20,Kings,29,0.0
black,490,454,36,bullet,B01,Scandinavian,49,1.0
white,481,469,12,bullet,A00,Van,149,0.0
black,473,492,-19,bullet,B01,Scandinavian,130,0.0
black,482,493,-11,bullet,B01,Scandinavian,72,1.0
white,583,586,-3,blitz,C47,Four,102,1.0
white,576,636,-60,blitz,B23,Closed,190,0.0
black,491,428,63,bullet,A06,Reti,140,1.0
black,483,505,-22,bullet,A00,Grob,109,0.0
white,492,533,-41,bullet,C00,French,147,1.0
white,486,591,-105,bullet,C20,Bishops,29,0.0
white,492,387,105,bullet,B10,Caro,123,1.0
black,567,562,5,blitz,B01,Scandinavian,138,0.0
black,560,596,-36,blitz,B01,Scandinavian,20,0.0
white,552,553,-1,blitz,A00,Van,82,0.0
black,544,544,0,blitz,B01,Scandinavian,103,0.0
black,484,499,-15,bullet,D00,Queens,47,0.0
white,492,467,25,bullet,C50,Giuoco,150,1.0
white,484,538,-54,bullet,B07,Pirc,85,0.0
black,551,502,49,blitz,B01,Scandinavian,53,1.0
white,559,531,28,blitz,C23,Bishops,156,1.0
black,476,478,-2,bullet,B01,Scandinavian,78,0.0
black,484,468,16,bullet,B01,Scandinavian,116,1.0
white,493,497,-4,bullet,C25,Vienna,89,1.0
white,485,508,-23,bullet,C20,Kings,110,0.0
black,478,516,-38,bullet,B01,Scandinavian,70,0.0
white,567,541,26,blitz,C46,Three,172,1.0
black,470,488,-18,bullet,D02,Queens,91,0.0
white,478,480,-2,bullet,C50,Giuoco,123,1.0
white,471,571,-100,bullet,C50,Giuoco,155,0.0
black,465,593,-128,bullet,D00,Queens,119,0.0
white,559,755,-196,blitz,C00,French,66,0.0
black,567,532,35,blitz,B01,Scandinavian,73,1.0
black,474,503,-29,bullet,A06,Reti,112,1.0
white,685,681,4,rapid,C40,Kings,49,0.0
black,701,743,-42,rapid,D00,Queens,243,1.0
white,479,314,165,bullet,C55,Italian,107,1.0
white,575,555,20,blitz,C23,Bishops,177,1.0
black,486,435,51,bullet,A00,Van,72,1.0
black,567,591,-24,blitz,C20,Kings,183,0.0
white,575,543,32,blitz,C40,Kings,178,1.0
white,493,436,57,bullet,C24,Bishops,82,1.0
black,499,411,88,bullet,B01,Scandinavian,76,1.0
black,506,431,75,bullet,B01,Scandinavian,38,1.0
black,498,525,-27,bullet,A00,Van,101,0.0
white,504,393,111,bullet,C41,Philidor,120,1.0
white,567,563,4,blitz,C50,Giuoco,186,0.0
black,575,566,9,blitz,A00,Van,118,1.0
black,567,574,-7,blitz,D02,Queens,108,0.0
white,576,599,-23,blitz,B00,Kings,163,1.0
black,714,698,16,rapid,A01,Nimzowitsch,117,1.0
white,572,769,-197,blitz,B01,Scandinavian,144,0.0
white,492,325,167,bullet,C50,Italian,65,0.0
white,503,638,-135,bullet,B07,Pirc,68,1.0
black,513,583,-70,bullet,B01,Scandinavian,72,1.0
white,522,538,-16,bullet,C24,Bishops,117,1.0
black,565,630,-65,blitz,B01,Scandinavian,120,0.0
white,513,558,-45,bullet,C23,Bishops,123,0.0
black,514,541,-27,bullet,B01,Scandinavian,111,0.5
black,506,508,-2,bullet,B01,Scandinavian,130,0.0
white,513,438,75,bullet,A00,Van,132,1.0
black,521,495,26,bullet,A00,Van,126,1.0
white,573,552,21,blitz,B12,Caro,96,1.0
white,566,643,-77,blitz,B01,Scandinavian,143,0.0
white,513,536,-23,bullet,C50,Giuoco,102,0.0
black,521,453,68,bullet,A03,Birds,91,1.0
black,529,522,7,bullet,D00,Queens,11,1.0
black,521,549,-28,bullet,B01,Scandinavian,101,0.0
white,557,523,34,blitz,C50,Giuoco,137,0.0
black,728,723,5,rapid,C50,Italian,108,1.0
white,565,535,30,blitz,C47,Four,39,1.0
black,558,594,-36,blitz,B01,Scandinavian,141,0.0
white,529,516,13,bullet,B01,Scandinavian,90,1.0
white,551,588,-37,blitz,C28,Bishops,37,0.0
black,521,520,1,bullet,C23,Bishops,125,0.0
black,529,504,25,bullet,A04,Reti,132,1.0
white,538,546,-8,bullet,B01,Scandinavian,19,1.0
white,547,560,-13,bullet,B28,Sicilian,109,1.0
black,538,496,42,bullet,D04,Colle,135,0.0
black,543,391,152,bullet,B01,Scandinavian,102,1.0
black,534,503,31,bullet,C50,Giuoco,102,0.0
white,543,580,-37,bullet,C25,Vienna,88,1.0
white,549,464,85,bullet,B40,Sicilian,63,1.0
white,541,541,0,bullet,B01,Scandinavian,112,0.0
black,548,510,38,bullet,B00,Nimzowitsch,85,1.0
black,558,522,36,blitz,A40,Queens,109,1.0
white,568,636,-68,blitz,B01,Scandinavian,210,1.0
white,576,559,17,blitz,C26,Bishops,60,1.0
black,539,530,9,bullet,A00,Van,146,0.0
black,533,630,-97,bullet,B01,Scandinavian,138,0.0
white,525,553,-28,bullet,C50,Giuoco,89,0.0
white,517,519,-2,bullet,C46,Three,118,0.0
black,510,563,-53,bullet,B01,Scandinavian,166,0.0
white,517,479,38,bullet,C46,Three,18,1.0
black,523,391,132,bullet,B01,Scandinavian,176,1.0
black,515,526,-11,bullet,C57,Italian,66,0.0
black,507,534,-27,bullet,B00,Nimzowitsch,79,0.0
white,514,451,63,bullet,B00,Kings,8,1.0
white,507,543,-36,bullet,B01,Scandinavian,95,0.0
white,500,539,-39,bullet,C28,Bishops,77,0.0
black,510,538,-28,bullet,C23,Bishops,92,1.0
black,502,543,-41,bullet,C44,Kings,133,0.0
white,569,605,-36,blitz,B23,Closed,174,0.0
black,561,579,-18,blitz,C50,Italian,102,0.0
white,561,565,-4,blitz,C48,Four,245,0.0
black,494,490,4,bullet,B01,Scandinavian,103,0.0
white,485,498,-13,bullet,C46,Three,121,0.0
white,478,531,-53,bullet,C46,Three,138,0.0
black,470,481,-11,bullet,C53,Giuoco,84,0.0
white,478,467,11,bullet,C00,French,86,1.0
black,487,507,-20,bullet,B01,Scandinavian,140,1.0
black,493,384,109,bullet,C45,Scotch,95,1.0
white,502,546,-44,bullet,C46,Three,103,1.0
black,510,497,13,bullet,B01,Scandinavian,114,1.0
white,502,505,-3,bullet,C40,Kings,142,0.0
white,510,474,36,bullet,B07,Pirc,121,1.0
black,503,541,-38,bullet,C57,Italian,53,0.0
black,511,487,24,bullet,C20,Kings,169,1.0
black,517,421,96,bullet,B07,Pirc,116,1.0
white,524,441,83,bullet,B10,Caro,107,1.0
white,515,487,28,bullet,C46,Three,147,0.0
white,522,467,55,bullet,C46,Three,136,1.0
white,529,465,64,bullet,C47,Four,41,1.0
white,533,343,190,bullet,C46,Three,92,1.0
white,542,565,-23,bullet,C50,Giuoco,133,1.0
black,535,576,-41,bullet,A01,Nimzowitsch,55,0.0
black,525,472,53,bullet,D07,Queens,100,0.0
white,533,357,176,bullet,C40,Kings,50,1.0
black,541,510,31,bullet,C50,Giuoco,101,1.0
white,548,491,57,bullet,B01,Scandinavian,67,1.0
white,543,697,-154,bullet,B00,Nimzowitsch,143,0.0
black,554,686,-132,bullet,A40,Queens,143,1.0
black,559,412,147,bullet,D00,Queens,55,1.0
white,568,600,-32,bullet,C42,Petrovs,53,1.0
black,576,559,17,bullet,C46,Three,97,1.0
white,584,562,22,bullet,B07,Pirc,171,1.0
white,585,602,-17,bullet,B10,Caro,184,0.5
black,593,479,114,bullet,A00,Undefined,107,1.0
white,584,555,29,bullet,B07,Pirc,111,0.0
black,575,564,11,bullet,C45,Scotch,80,0.0
black,581,490,91,bullet,A40,Queens,50,1.0
white,592,708,-116,bullet,B02,Alekhines,97,1.0
black,601,632,-31,bullet,D02,Queens,89,1.0
white,609,576,33,bullet,B00,Nimzowitsch,50,1.0
white,617,620,-3,bullet,B01,Scandinavian,49,1.0
white,609,642,-33,bullet,B01,Scandinavian,100,0.0
black,600,595,5,bullet,B00,Nimzowitsch,132,0.0
white,608,587,21,bullet,B01,Scandinavian,100,1.0
black,568,512,56,blitz,C46,Three,105,1.0
white,600,630,-30,bullet,C28,Bishops,121,0.0
black,592,604,-12,bullet,D02,Queens,130,0.0
white,599,551,48,bullet,C41,Philidor,133,1.0
black,591,600,-9,bullet,A40,Englund,92,0.0
black,584,652,-68,bullet,C46,Three,149,0.0
white,576,607,-31,bullet,C50,Giuoco,144,0.0
white,568,587,-19,bullet,B02,Alekhines,158,0.0
black,560,570,-10,bullet,C20,Kings,107,0.0
black,552,588,-36,bullet,D00,Queens,152,0.0
white,560,541,19,bullet,C25,Vienna,116,1.0
black,569,586,-17,bullet,D04,Colle,91,1.0
white,561,560,1,bullet,C20,Bishops,22,0.0
white,568,531,37,bullet,B00,Owens,108,1.0
black,577,585,-8,bullet,B01,Scandinavian,154,1.0
black,582,422,160,bullet,D02,Queens,78,1.0
white,590,572,18,bullet,B40,Sicilian,109,1.0
white,595,449,146,bullet,A06,Reti,188,1.0
black,600,469,131,bullet,B01,Scandinavian,100,1.0
white,576,546,30,blitz,B07,Pirc,224,1.0
black,609,560,49,bullet,C45,Scotch,123,1.0
white,617,578,39,bullet,C25,Vienna,181,1.0
white,622,466,156,bullet,B07,Pirc,80,1.0
black,610,438,172,bullet,A00,Undefined,131,0.0
black,604,716,-112,bullet,B01,Scandinavian,104,0.0
white,594,502,92,bullet,C50,Giuoco,113,0.0
black,601,498,103,bullet,C62,Ruy,132,1.0
black,613,762,-149,bullet,C23,Bishops,108,1.0
white,624,741,-117,bullet,B30,Sicilian,83,1.0
black,567,546,21,blitz,C46,Three,195,0.0
white,615,574,41,bullet,C00,French,190,0.0
black,619,446,173,bullet,C20,Kings,39,1.0
white,613,700,-87,bullet,C00,French,128,0.0
white,601,453,148,bullet,C25,Vienna,41,0.0
black,592,585,7,bullet,A41,Queens,128,0.0
white,598,510,88,bullet,B00,Kings,144,1.0
black,590,601,-11,bullet,D07,Queens,57,0.0
white,596,516,80,bullet,B01,Scandinavian,122,1.0
black,592,770,-178,bullet,D00,Queens,144,0.0
black,585,649,-64,bullet,C44,Kings,126,0.0
white,591,467,124,bullet,C25,Vienna,88,1.0
black,575,575,0,blitz,A00,Kings,75,1.0
white,582,544,38,blitz,C00,French,183,1.0
black,590,567,23,blitz,A46,Indian,133,1.0
white,598,598,0,blitz,C42,Petrovs,120,1.0
black,599,575,24,bullet,C46,Three,105,1.0
white,591,641,-50,blitz,C47,Four,107,0.0
white,599,573,26,blitz,C40,Kings,88,1.0
black,607,571,36,bullet,B01,Scandinavian,119,1.0
black,600,653,-53,bullet,C46,Three,159,0.0
white,608,420,188,bullet,C50,Giuoco,78,1.0
white,616,447,169,bullet,C46,Three,38,1.0
black,624,587,37,bullet,C42,Petrovs,68,1.0
white,616,611,5,bullet,C26,Vienna,157,0.0
white,607,600,7,bullet,C23,Bishops,106,0.0
black,614,536,78,bullet,A45,Indian,124,1.0
black,623,638,-15,bullet,A00,Mieses,96,1.0
white,615,636,-21,bullet,C46,Three,167,0.0
white,607,644,-37,bullet,A00,Van,96,0.0
black,599,626,-27,bullet,C50,Italian,118,0.0
white,608,624,-16,bullet,C42,Petrovs,87,1.0
black,600,602,-2,bullet,D00,Queens,119,0.0
black,592,607,-15,bullet,A00,Van,107,0.0
black,600,568,32,bullet,A00,Van,116,1.0
white,607,573,34,blitz,B01,Scandinavian,57,1.0
black,608,596,12,bullet,C44,Kings,123,1.0
white,617,621,-4,bullet,B00,Owens,160,1.0
white,624,552,72,bullet,C50,Giuoco,103,1.0
white,632,596,36,bullet,C25,Vienna,153,1.0
black,623,689,-66,bullet,C50,Italian,162,0.0
white,615,629,-14,bullet,B01,Scandinavian,145,0.0
black,608,672,-64,bullet,A21,English,118,0.0
black,616,590,26,bullet,C46,Three,132,1.0
black,624,588,36,bullet,B00,Nimzowitsch,117,1.0
white,632,622,10,bullet,B01,Scandinavian,189,1.0
black,640,625,15,bullet,D04,Colle,159,1.0
white,646,546,100,bullet,C25,Vienna,141,1.0
white,599,626,-27,blitz,C00,French,194,0.0
black,592,633,-41,blitz,A00,Van,65,0.0
black,654,461,193,bullet,C50,Italian,59,1.0
white,584,583,1,blitz,B01,Scandinavian,38,0.0
white,591,542,49,blitz,C00,French,134,1.0
black,583,615,-32,blitz,C46,Three,144,0.0
white,590,545,45,blitz,C50,Giuoco,195,1.0
black,583,619,-36,blitz,D00,Queens,153,0.0
black,591,578,13,blitz,C30,Kings,209,1.0
white,646,645,1,bullet,B01,Scandinavian,135,0.0
black,655,662,-7,bullet,B00,Nimzowitsch,163,1.0
black,663,653,10,bullet,B01,Scandinavian,97,1.0
white,672,679,-7,bullet,B40,Sicilian,42,1.0
white,681,670,11,bullet,C48,Four,167,1.0
white,689,694,-5,bullet,C48,Four,82,1.0
black,695,588,107,bullet,D00,Queens,117,1.0
black,599,590,9,blitz,C25,Vienna,87,1.0
white,590,583,7,blitz,B07,Pirc,266,0.0
black,581,593,-12,blitz,D20,Queens,56,0.0
black,588,530,58,blitz,D00,Queens,158,1.0
white,596,591,5,blitz,C47,Four,51,1.0
white,589,637,-48,blitz,C42,Petrovs,98,0.0
black,581,595,-14,blitz,C30,Kings,70,0.0
white,703,517,186,bullet,C41,Philidor,90,1.0
black,711,705,6,bullet,D00,Queens,100,1.0
black,718,681,37,bullet,C23,Bishops,100,1.0
black,572,550,22,blitz,A06,Reti,122,0.0
white,564,584,-20,blitz,C49,Four,109,0.0
black,572,550,22,blitz,C25,Vienna,113,1.0
white,580,559,21,blitz,C00,French,110,1.0
white,589,591,-2,blitz,B01,Scandinavian,44,1.0
white,707,595,112,bullet,B01,Scandinavian,148,0.0
black,714,652,62,bullet,A00,Van,117,1.0
black,723,742,-19,bullet,B00,Nimzowitsch,123,1.0
white,729,642,87,bullet,C28,Bishops,100,1.0
white,736,674,62,bullet,C00,French,133,1.0
black,581,602,-21,blitz,C50,Italian,137,0.0
white,744,730,14,bullet,C50,Giuoco,84,1.0
black,736,739,-3,bullet,C20,Kings,149,0.0
black,730,833,-103,bullet,D07,Queens,75,0.0
white,738,729,9,bullet,A04,Reti,106,1.0
black,747,778,-31,bullet,C20,Kings,121,1.0
white,754,686,68,bullet,B07,Pirc,187,1.0
white,745,711,34,bullet,A04,Reti,130,0.0
black,736,724,12,bullet,C23,Bishops,107,0.0
black,729,802,-73,bullet,C20,Kings,120,0.0
white,724,847,-123,bullet,B01,Scandinavian,133,0.0
white,574,624,-50,blitz,C46,Three,98,0.0
black,717,756,-39,bullet,C50,Giuoco,118,0.0
white,709,750,-41,bullet,C00,French,64,0.0
black,566,573,-7,blitz,C55,Italian,116,0.0
black,574,548,26,blitz,C00,French,87,1.0
white,565,558,7,blitz,C50,Giuoco,93,0.0
white,719,767,-48,bullet,C47,Four,134,1.0
black,727,618,109,bullet,C45,Scotch,127,1.0
black,557,574,-17,blitz,A04,Reti,120,0.0
white,742,711,31,rapid,D02,London,78,1.0
black,757,756,1,rapid,A01,Nimzowitsch,80,1.0
white,744,770,-26,rapid,D00,Queens,150,0.0
white,717,653,64,bullet,C25,Vienna,120,0.0
black,549,596,-47,blitz,A45,Indian,114,0.0
white,557,532,25,blitz,C47,Four,22,1.0
black,548,525,23,blitz,C20,Kings,156,0.0
white,539,524,15,blitz,A00,Mieses,167,0.0
black,539,539,0,blitz,C20,Kings,288,0.5
white,547,546,1,blitz,C25,Vienna,147,1.0
black,557,608,-51,blitz,C20,Bishops,202,1.0
black,564,505,59,blitz,A40,Modern,118,1.0
white,572,573,-1,blitz,A00,Mieses,57,1.0
black,580,556,24,blitz,A05,Reti,141,1.0
white,573,659,-86,blitz,A00,Mieses,114,0.0
white,757,724,33,rapid,D00,Queens,201,1.0
white,770,753,17,rapid,D02,Queens,110,1.0
black,581,557,24,blitz,A03,Birds,14,1.0
white,573,576,-3,blitz,C42,Petrovs,22,0.0
black,565,564,1,blitz,C21,Center,203,0.0
white,728,837,-109,bullet,C25,Vienna,86,1.0
white,736,702,34,bullet,D00,Queens,87,1.0
white,572,536,36,blitz,A40,Queens,8,1.0
black,564,572,-8,blitz,C50,Italian,36,0.0
black,572,568,4,blitz,B07,Pirc,12,1.0
black,564,601,-37,blitz,C46,Three,128,0.0
white,743,676,67,bullet,C48,Four,110,1.0
black,570,475,95,blitz,C00,French,109,1.0
black,734,713,21,bullet,C25,Vienna,159,0.0
black,570,558,12,blitz,D02,Queens,84,0.5
white,562,576,-14,blitz,D02,Queens,129,0.0
black,570,450,120,blitz,C20,Kings,16,1.0
white,579,596,-17,blitz,D02,Queens,113,1.0
black,571,566,5,blitz,C00,French,147,0.0
white,563,570,-7,blitz,A40,Queens,56,0.0
black,725,717,8,bullet,A00,Polish,98,0.0
white,554,548,6,blitz,C20,Kings,104,0.0
black,546,565,-19,blitz,C20,Kings,149,0.0
white,551,372,179,blitz,B00,Owens,49,1.0
white,544,619,-75,blitz,A40,Englund,103,0.0
white,733,715,18,bullet,D00,Queens,12,1.0
black,725,723,2,bullet,C20,Kings,117,0.0
black,544,595,-51,blitz,D00,Queens,152,0.0
white,552,527,25,blitz,C41,Philidor,146,1.0
black,560,540,20,blitz,D02,Queens,75,1.0
white,569,514,55,blitz,D02,Queens,97,1.0
black,577,557,20,blitz,C46,Three,34,1.0
black,583,503,80,blitz,C00,French,88,1.0
white,592,597,-5,blitz,A40,Queens,136,1.0
black,733,695,38,bullet,B00,Nimzowitsch,158,1.0
white,780,667,113,rapid,D02,Queens,154,1.0
black,588,768,-180,blitz,C50,Italian,143,0.0
white,596,562,34,blitz,A45,Indian,37,1.0
white,768,813,-45,rapid,D00,Queens,145,0.0
black,781,784,-3,rapid,B07,Pirc,168,1.0
white,781,772,9,rapid,B00,Kings,217,0.5
black,740,671,69,bullet,C20,Kings,72,1.0
white,747,711,36,bullet,B01,Scandinavian,138,1.0
black,739,734,5,bullet,C20,Kings,157,0.0
white,731,736,-5,bullet,B01,Scandinavian,115,0.0
black,739,728,11,bullet,C41,Philidor,83,1.0
white,731,744,-13,bullet,C50,Giuoco,81,0.0
black,722,687,35,bullet,D00,Queens,101,0.0
white,729,678,51,bullet,C42,Petrovs,115,1.0
black,720,689,31,bullet,A40,Englund,201,0.0
white,711,699,12,bullet,C25,Vienna,113,0.0
white,702,657,45,bullet,D02,Queens,106,0.0
black,605,618,-13,blitz,C64,Ruy,172,1.0
white,613,592,21,blitz,A40,Queens,57,1.0
black,620,537,83,blitz,A07,Kings,128,1.0
white,628,566,62,blitz,B23,Closed,33,1.0
black,620,644,-24,blitz,C20,Kings,230,0.0
white,612,630,-18,blitz,C00,French,155,0.0
black,604,609,-5,blitz,B10,Caro,130,0.0
white,711,740,-29,bullet,B23,Closed,171,1.0
white,718,654,64,bullet,C25,Vienna,149,1.0
black,719,739,-20,bullet,C25,Vienna,199,0.0
black,712,753,-41,bullet,B10,Caro,152,0.0
black,720,664,56,bullet,B11,Caro,103,1.0
white,711,665,46,bullet,A00,Van,102,0.0
white,789,615,174,rapid,A40,Queens,72,1.0
black,778,800,-22,rapid,B10,Caro,111,0.0
white,767,773,-6,rapid,D02,Queens,33,0.0
black,776,662,114,rapid,A00,Undefined,93,1.0
white,787,788,-1,rapid,D02,Queens,125,1.0
black,797,763,34,rapid,B13,Caro,209,1.0
black,806,771,35,rapid,A40,Queens,101,1.0
white,610,524,86,blitz,C28,Bishops,79,1.0
white,618,583,35,blitz,C28,Bishops,114,1.0
black,814,628,186,rapid,D02,Queens,86,1.0
black,626,591,35,blitz,D02,Queens,105,1.0
white,634,615,19,blitz,A04,Reti,8,1.0
black,641,595,46,blitz,D02,Queens,150,1.0
white,650,671,-21,blitz,A41,Queens,146,1.0
black,718,648,70,bullet,D00,Queens,102,1.0
white,642,666,-24,blitz,B01,Scandinavian,121,0.0
black,633,616,17,blitz,B13,Caro,122,0.0
white,625,658,-33,blitz,A04,Reti,101,0.0
white,709,701,8,bullet,A00,Van,122,0.0
black,701,723,-22,bullet,C46,Three,119,0.0
white,708,647,61,bullet,B23,Closed,124,1.0
black,632,582,50,blitz,B10,Caro,48,1.0
black,640,603,37,blitz,B13,Caro,209,1.0
white,805,842,-37,rapid,D02,Queens,136,0.0
black,815,799,16,rapid,B11,Caro,123,1.0
white,632,717,-85,blitz,A40,Englund,61,0.0
white,702,793,-91,bullet,C40,Kings,84,0.0
black,710,706,4,bullet,A03,Birds,108,1.0
black,702,738,-36,bullet,A00,Van,166,0.0
black,694,877,-183,bullet,B10,Caro,114,0.0
white,686,692,-6,bullet,A40,Queens,86,0.0
white,677,660,17,bullet,C20,Kings,95,0.0
black,825,828,-3,rapid,D11,Slav,167,1.0
white,834,799,35,rapid,D02,Queens,199,1.0
white,684,624,60,bullet,D02,London,59,1.0
black,691,482,209,bullet,A00,Van,68,1.0
white,698,653,45,bullet,B02,Alekhines,40,1.0
black,706,693,13,bullet,B12,Caro,89,1.0
white,698,716,-18,bullet,C20,Kings,119,0.0
black,690,720,-30,bullet,B13,Caro,109,0.0
white,623,618,5,blitz,C24,Bishops,135,0.0
white,631,615,16,blitz,B00,Kings,8,1.0
black,639,618,21,blitz,A11,English,120,1.0
black,647,570,77,blitz,B10,Caro,119,1.0
black,697,649,48,bullet,A00,Mieses,120,1.0
white,689,684,5,bullet,D02,Queens,124,0.0
black,696,554,142,bullet,C50,Italian,117,1.0
white,687,673,14,bullet,C20,Kings,101,0.0
white,696,715,-19,bullet,A40,Modern,60,1.0
black,687,670,17,bullet,D02,Queens,139,0.0
white,842,802,40,rapid,D02,Queens,30,1.0
white,850,821,29,rapid,A40,Queens,111,1.0
black,841,850,-9,rapid,D00,Richter,105,0.0
white,833,865,-32,rapid,D02,Queens,105,0.0
black,841,815,26,rapid,B11,Caro,99,1.0
black,841,843,-2,rapid,B12,Caro,189,0.5
white,833,858,-25,rapid,D02,Queens,132,0.0
black,841,829,12,rapid,B12,Caro,158,1.0
white,833,856,-23,rapid,A40,Modern,109,0.0
black,841,845,-4,rapid,D10,Slav,128,1.0
white,655,608,47,blitz,D02,Queens,83,1.0
black,833,855,-22,rapid,B07,Pirc,162,0.0
black,824,819,5,rapid,B10,Caro,196,0.0
white,816,853,-37,rapid,A45,Indian,57,0.0
black,824,788,36,rapid,B10,Caro,112,1.0
white,816,846,-30,rapid,A40,Englund,162,0.0
black,824,787,37,rapid,B10,Caro,117,1.0
white,832,782,50,rapid,D02,Queens,48,1.0
black,840,808,32,rapid,A00,Van,84,1.0
white,832,836,-4,rapid,A80,Dutch,99,0.0
white,825,861,-36,rapid,C64,Ruy,75,0.0
black,833,808,25,rapid,C47,Four,78,1.0
black,840,804,36,rapid,C21,Center,135,1.0
black,662,624,38,blitz,D00,Queens,114,1.0
white,680,733,-53,bullet,C40,Kings,113,0.0
black,672,707,-35,bullet,B13,Caro,120,0.0
white,680,652,28,bullet,B23,Closed,97,1.0
white,688,691,-3,bullet,B00,Kings,59,1.0
black,848,796,52,rapid,D02,Queens,133,1.0
white,856,861,-5,rapid,D02,Queens,236,1.0
black,670,590,80,blitz,C47,Four,90,1.0
white,678,672,6,blitz,A41,Queens,56,1.0
black,670,667,3,blitz,B12,Caro,129,0.0
white,865,872,-7,rapid,D00,Queens,173,1.0
black,663,724,-61,blitz,D00,Queens,106,0.0
white,655,667,-12,blitz,C23,Bishops,125,0.0
black,663,645,18,blitz,B13,Caro,135,1.0
white,696,694,2,bullet,B18,Caro,107,1.0
black,688,702,-14,bullet,B13,Caro,107,0.0
black,873,840,33,rapid,B10,Caro,89,1.0
white,655,668,-13,blitz,D02,Queens,158,0.0
white,647,679,-32,blitz,C00,French,75,0.0
white,680,700,-20,bullet,C50,Giuoco,126,0.0
black,655,639,16,blitz,A00,Undefined,6,1.0
white,663,539,124,blitz,A40,Queens,31,1.0
black,873,511,362,rapid,B12,Caro,143,1.0
white,671,665,6,blitz,A40,Englund,58,1.0
black,673,755,-82,bullet,B10,Caro,115,0.0
black,665,673,-8,bullet,A00,Undefined,98,0.0
black,657,658,-1,bullet,C23,Bishops,116,0.0
white,665,654,11,bullet,D02,Queens,73,1.0
black,657,664,-7,bullet,B10,Caro,133,0.0
white,666,714,-48,bullet,D00,Queens,83,1.0
black,679,680,-1,blitz,B10,Caro,17,1.0
white,671,666,5,blitz,A40,Queens,58,0.0
black,663,692,-29,blitz,B13,Caro,99,0.0
black,873,511,362,rapid,B10,Caro,116,1.0
white,675,680,-5,bullet,B01,Scandinavian,90,1.0
black,667,700,-33,bullet,B10,Caro,33,0.0
black,865,877,-12,rapid,B12,Caro,108,0.0
white,857,889,-32,rapid,D02,Queens,196,0.0
white,849,880,-31,rapid,C40,Kings,164,0.0
black,659,680,-21,bullet,A00,Mieses,168,0.0
white,841,841,0,rapid,A45,Indian,133,0.0
black,655,680,-25,blitz,B10,Caro,101,0.0
black,833,854,-21,rapid,C25,Vienna,190,0.0
white,841,832,9,rapid,D00,Queens,94,1.0
white,849,814,35,rapid,C40,Kings,138,1.0
white,841,863,-22,rapid,C48,Four,91,0.0
black,841,831,10,rapid,B10,Caro,236,0.5
black,833,857,-24,rapid,A07,Kings,144,0.0
white,825,861,-36,rapid,C20,Bishops,81,0.0
black,817,848,-31,rapid,A01,Nimzowitsch,112,0.0
black,647,678,-31,blitz,B10,Caro,192,0.0
white,809,828,-19,rapid,C65,Ruy,180,0.0
black,817,804,13,rapid,D02,Queens,109,1.0
white,825,804,21,rapid,B23,Closed,151,1.0
black,833,805,28,rapid,B12,Caro,187,1.0
black,841,841,0,rapid,B10,Caro,48,1.0
white,849,831,18,rapid,A40,Englund,34,1.0
white,841,875,-34,rapid,D00,Queens,182,0.0
black,833,853,-20,rapid,C45,Scotch,241,0.0
black,825,834,-9,rapid,B10,Caro,174,0.0
white,833,827,6,rapid,C60,Ruy,33,1.0
black,825,849,-24,rapid,A00,Van,112,0.0
black,833,816,17,rapid,C20,Kings,114,1.0
white,841,826,15,rapid,C25,Vienna,60,1.0
black,833,849,-16,rapid,C42,Petrovs,40,0.0
white,841,740,101,rapid,C41,Philidor,55,1.0
white,833,857,-24,rapid,B07,Pirc,118,0.0
white,842,848,-6,rapid,B07,Pirc,72,1.0
black,850,782,68,rapid,B10,Caro,90,1.0
white,860,930,-70,rapid,C48,Four,115,1.0
black,650,655,-5,bullet,B10,Caro,156,0.0
white,658,649,9,bullet,C47,Four,63,1.0
black,664,543,121,bullet,C25,Vienna,57,1.0
white,656,689,-33,bullet,B01,Scandinavian,111,0.0
white,852,869,-17,rapid,C40,Kings,126,0.0
white,859,820,39,rapid,C42,Petrovs,215,1.0
black,867,859,8,rapid,B13,Caro,42,1.0
white,875,813,62,rapid,C34,Kings,75,1.0
black,875,862,13,rapid,D00,Queens,317,0.5
white,883,870,13,rapid,C50,Giuoco,124,1.0
black,874,869,5,rapid,C20,Kings,34,0.0
black,874,892,-18,rapid,C20,Kings,461,0.5
black,882,870,12,rapid,C20,Kings,159,1.0
white,890,835,55,rapid,B01,Scandinavian,49,1.0
black,882,947,-65,rapid,C20,Kings,134,0.0
white,890,842,48,rapid,C46,Three,22,1.0
white,882,894,-12,rapid,B00,Owens,180,0.0
black,874,892,-18,rapid,B10,Caro,115,0.0
black,866,886,-20,rapid,C45,Scotch,74,0.0
white,857,850,7,rapid,C46,Three,45,0.0
white,859,508,351,rapid,C47,Four,132,1.0
white,859,850,9,rapid,C55,Italian,246,0.5
black,851,879,-28,rapid,C24,Bishops,84,0.0
white,859,846,13,rapid,B21,Sicilian,48,1.0
