our_color,our_rating,opp_rating,rating_diff,time_class,eco,opening_family,move_count,outcome
black,610,724,-114,bullet,D00,Queens,106,1.0
black,605,742,-137,bullet,B30,Sicilian,42,0.0
white,600,726,-126,bullet,C50,Giuoco,133,0.0
white,590,505,85,bullet,C40,Kings,128,0.0
black,581,562,19,bullet,B00,Nimzowitsch,58,0.0
black,588,501,87,bullet,B01,Scandinavian,121,1.0
white,598,554,44,bullet,B20,Sicilian,137,1.0
white,592,719,-127,bullet,C44,Kings,107,0.0
black,587,722,-135,bullet,A40,Englund,76,0.0
black,582,732,-150,bullet,C46,Three,106,0.0
black,573,543,30,bullet,A00,Van,108,0.0
white,578,426,152,bullet,C48,Four,129,1.0
white,572,668,-96,bullet,B23,Closed,96,0.0
white,562,483,79,bullet,B01,Scandinavian,106,0.0
black,568,477,91,bullet,B01,Scandinavian,82,1.0
black,559,535,24,bullet,A40,Englund,109,0.0
white,567,553,14,bullet,C28,Bishops,124,1.0
black,562,718,-156,bullet,B01,Scandinavian,172,0.0
white,574,715,-141,bullet,B30,Sicilian,120,1.0
white,579,336,243,bullet,C42,Petrovs,24,1.0
black,585,463,122,bullet,D02,Queens,74,1.0
white,596,700,-104,bullet,C42,Petrovs,90,1.0
black,590,707,-117,bullet,C41,Philidor,93,0.0
black,599,606,-7,bullet,B01,Scandinavian,142,1.0
black,588,464,124,bullet,A00,Van,117,0.0
white,593,435,158,bullet,B07,Pirc,110,1.0
white,599,498,101,bullet,C50,Italian,26,1.0
white,607,605,2,bullet,C55,Italian,146,1.0
black,617,696,-79,bullet,D20,Queens,110,1.0
white,629,770,-141,bullet,A00,Van,119,1.0
black,638,654,-16,bullet,B01,Scandinavian,140,1.0
white,645,574,71,bullet,C40,Kings,134,1.0
black,638,712,-74,bullet,B01,Scandinavian,164,0.0
white,632,718,-86,bullet,B01,Scandinavian,141,0.0
black,626,723,-97,bullet,B01,Scandinavian,95,0.0
black,620,709,-89,bullet,B01,Scandinavian,92,0.0
white,616,807,-191,bullet,A04,Reti,148,0.0
white,625,642,-17,bullet,C40,Kings,114,1.0
black,631,521,110,bullet,B01,Scandinavian,128,1.0
black,638,551,87,bullet,B01,Scandinavian,140,1.0
black,646,626,20,bullet,B01,Scandinavian,141,1.0
white,639,751,-112,bullet,C42,Petrovs,135,0.0
black,630,625,5,bullet,A06,Reti,134,0.0
white,621,598,23,bullet,C24,Bishops,141,0.0
black,629,608,21,bullet,B01,Scandinavian,101,1.0
white,621,617,4,bullet,B10,Caro,129,0.0
white,629,613,16,bullet,B01,Scandinavian,126,1.0
black,621,621,0,bullet,B01,Scandinavian,78,0.0
white,613,625,-12,bullet,C02,French,105,0.0
white,605,601,4,bullet,A00,Van,117,0.0
black,594,468,126,bullet,D02,Queens,125,0.0
white,584,529,55,bullet,A00,Van,102,0.0
white,577,614,-37,bullet,B01,Scandinavian,98,0.0
black,570,621,-51,bullet,B07,Pirc,134,0.0
black,578,573,5,bullet,C00,French,162,1.0
black,584,489,95,bullet,B07,Pirc,88,1.0
white,577,649,-72,bullet,C55,Italian,171,0.0
black,570,615,-45,bullet,B01,Scandinavian,37,0.0
black,577,398,179,bullet,B01,Scandinavian,89,1.0
white,581,366,215,bullet,B07,Pirc,64,1.0
black,570,475,95,bullet,B01,Scandinavian,149,0.0
black,566,762,-196,bullet,B01,Scandinavian,78,0.0
white,557,540,17,bullet,C20,Bishops,119,0.0
white,548,517,31,bullet,C28,Bishops,124,0.0
black,541,588,-47,bullet,B01,Scandinavian,126,0.0
white,549,479,70,bullet,B01,Scandinavian,12,1.0
white,557,541,16,bullet,C50,Italian,119,1.0
white,638,640,-2,blitz,B10,Caro,176,1.0
black,550,606,-56,bullet,D00,Queens,76,0.0
black,541,520,21,bullet,A00,Clemenz,42,0.0
white,549,535,14,bullet,C00,French,119,1.0
black,557,466,91,bullet,D02,Queens,88,1.0
black,548,514,34,bullet,B01,Scandinavian,109,0.0
white,555,512,43,bullet,C00,French,97,1.0
white,564,575,-11,bullet,B00,Kings,8,1.0
white,572,572,0,bullet,C00,French,127,1.0
black,564,586,-22,bullet,B01,Scandinavian,151,0.0
black,554,496,58,bullet,B01,Scandinavian,93,0.0
white,563,573,-10,bullet,C50,Giuoco,60,1.0
black,552,422,130,bullet,B01,Scandinavian,39,0.0
white,558,444,114,bullet,C28,Bishops,128,1.0
black,569,699,-130,bullet,D02,Queens,93,1.0
white,561,562,-1,bullet,C41,Philidor,146,0.0
white,553,550,3,bullet,C23,Bishops,116,0.0
black,561,445,116,bullet,C02,French,187,1.0
white,554,593,-39,bullet,C25,Vienna,59,0.0
black,562,566,-4,bullet,D02,Queens,115,1.0
black,570,541,29,bullet,B01,Scandinavian,105,1.0
white,578,578,0,bullet,C46,Three,104,1.0
black,588,673,-85,bullet,A07,Kings,109,1.0
white,596,567,29,bullet,C46,Three,130,1.0
black,603,537,66,bullet,D02,Queens,91,1.0
white,592,481,111,bullet,C47,Four,41,0.0
black,598,480,118,bullet,C46,Three,94,1.0
white,604,524,80,bullet,B30,Sicilian,49,1.0
black,614,691,-77,bullet,A00,Mieses,52,1.0
black,622,596,26,bullet,A20,English,95,1.0
white,630,617,13,bullet,C24,Bishops,79,1.0
black,622,654,-32,bullet,A00,Mieses,166,0.0
white,615,661,-46,bullet,B07,Pirc,87,0.0
white,625,694,-69,bullet,C23,Bishops,146,1.0
white,614,488,126,bullet,B02,Alekhines,163,0.0
black,606,739,-133,bullet,B01,Scandinavian,185,0.0
white,609,375,234,bullet,C50,Giuoco,40,1.0
black,600,581,19,bullet,B00,Nimzowitsch,122,0.0
white,611,707,-96,bullet,B01,Scandinavian,125,1.0
white,603,619,-16,bullet,C23,Bishops,137,0.0
black,611,615,-4,bullet,B01,Scandinavian,54,1.0
black,619,624,-5,bullet,B01,Scandinavian,117,1.0
black,626,586,40,bullet,B01,Scandinavian,54,1.0
white,634,632,2,bullet,C50,Italian,88,1.0
white,626,663,-37,bullet,B00,Owens,171,0.0
white,634,620,14,bullet,C00,French,120,1.0
black,627,672,-45,bullet,A01,Nimzowitsch,110,0.0
white,619,644,-25,bullet,B01,Scandinavian,149,0.0
black,612,667,-55,bullet,A00,Mieses,106,0.0
white,624,794,-170,bullet,C50,Giuoco,113,1.0
black,634,694,-60,bullet,D02,Queens,108,1.0
black,626,637,-11,bullet,A00,Van,142,0.0
white,618,684,-66,bullet,B01,Scandinavian,154,0.0
white,626,611,15,bullet,C47,Four,112,1.0
black,634,628,6,bullet,B01,Scandinavian,115,1.0
white,638,463,175,bullet,C00,French,154,1.0
black,646,646,0,bullet,D02,Queens,56,1.0
white,638,660,-22,bullet,C47,Four,133,0.0
black,630,648,-18,bullet,B01,Scandinavian,99,0.0
white,622,648,-26,bullet,B01,Scandinavian,101,0.0
black,615,694,-79,bullet,B01,Scandinavian,89,0.0
white,630,648,-18,blitz,A04,Reti,136,0.0
black,622,643,-21,blitz,A00,Mieses,272,0.0
black,623,613,10,bullet,A00,Van,88,1.0
black,631,595,36,bullet,D02,Queens,77,1.0
white,624,664,-40,bullet,B01,Scandinavian,39,0.0
white,616,615,1,bullet,C00,French,112,0.0
black,608,636,-28,bullet,B01,Scandinavian,132,0.0
white,607,557,50,bullet,B01,Scandinavian,190,0.0
white,615,618,-3,bullet,B06,Modern,117,1.0
black,615,651,-36,blitz,A00,Van,68,0.0
white,607,624,-17,blitz,C00,French,185,0.0
black,616,155,461,bullet,A00,Van,87,1.0
black,608,635,-27,bullet,D06,Queens,140,0.0
white,615,592,23,blitz,B01,Scandinavian,151,1.0
black,623,617,6,blitz,B01,Scandinavian,10,1.0
white,632,648,-16,blitz,C28,Bishops,158,1.0
white,624,620,4,blitz,B01,Scandinavian,209,0.0
black,614,560,54,blitz,D00,Queens,91,0.0
black,616,597,19,bullet,D00,Queens,50,1.0
white,609,668,-59,bullet,C55,Italian,141,0.0
white,616,553,63,bullet,B00,Kings,138,1.0
white,624,613,11,bullet,B00,Kings,171,1.0
black,622,611,11,blitz,B01,Scandinavian,163,1.0
white,629,589,40,blitz,B06,Modern,185,1.0
black,616,634,-18,bullet,B01,Scandinavian,145,0.0
black,622,526,96,bullet,B01,Scandinavian,114,1.0
white,630,450,180,bullet,B01,Scandinavian,33,1.0
black,639,678,-39,bullet,A00,Van,42,1.0
black,631,656,-25,bullet,D00,Queens,78,0.0
white,685,678,7,rapid,B01,Scandinavian,156,1.0
white,625,805,-180,blitz,B07,Pirc,13,0.0
black,616,603,13,blitz,C20,Kings,156,0.0
white,624,690,-66,bullet,B06,Modern,92,0.0
black,624,596,28,blitz,C45,Scotch,98,1.0
black,631,572,59,blitz,B00,Nimzowitsch,71,1.0
white,616,631,-15,bullet,C23,Bishops,129,0.0
black,608,636,-28,bullet,C41,Philidor,109,0.0
white,623,653,-30,blitz,B07,Pirc,177,0.0
black,614,607,7,blitz,C50,Italian,165,0.0
white,606,642,-36,blitz,C40,Kings,149,0.0
black,616,595,21,bullet,D02,Queens,81,1.0
black,608,640,-32,bullet,B01,Scandinavian,116,0.0
white,616,588,28,bullet,C24,Bishops,143,1.0
white,614,585,29,blitz,B10,Caro,138,1.0
black,606,626,-20,blitz,A00,Saragossa,171,0.0
black,599,678,-79,blitz,E00,Queens,145,0.0
white,607,570,37,blitz,B01,Scandinavian,186,1.0
white,609,676,-67,bullet,C41,Philidor,107,0.0
white,618,623,-5,bullet,B06,Modern,28,1.0
black,626,615,11,bullet,B01,Scandinavian,27,1.0
white,634,615,19,bullet,A40,Englund,147,1.0
white,615,531,84,blitz,C41,Philidor,99,1.0
black,615,606,9,blitz,C46,Three,219,0.0
black,607,639,-32,blitz,C50,Italian,91,0.0
white,617,697,-80,blitz,C20,Bishops,162,1.0
black,609,641,-32,blitz,C46,Three,171,0.0
white,608,581,27,blitz,C41,Philidor,312,0.0
black,642,616,26,bullet,B01,Scandinavian,68,1.0
white,634,640,-6,bullet,B10,Caro,111,0.0
black,642,634,8,bullet,D00,Queens,119,1.0
white,650,653,-3,bullet,C55,Italian,111,1.0
black,652,261,391,bullet,D07,Queens,151,1.0
black,658,560,98,bullet,C50,Italian,109,1.0
white,667,715,-48,bullet,C47,Four,188,1.0
white,672,545,127,bullet,B01,Scandinavian,80,1.0
black,616,580,36,blitz,C41,Philidor,114,1.0
black,608,613,-5,blitz,A00,Van,128,0.0
white,601,639,-38,blitz,B01,Scandinavian,61,0.0
black,665,725,-60,bullet,D06,Queens,109,0.0
white,657,685,-28,bullet,C02,French,104,0.0
white,649,667,-18,bullet,B01,Scandinavian,65,0.0
black,641,665,-24,bullet,C40,Kings,124,0.0
white,632,594,38,bullet,B10,Caro,104,0.0
black,623,603,20,bullet,C51,Giuoco,140,0.0
white,621,543,78,bullet,B00,Kings,158,0.0
black,613,754,-141,blitz,B00,Nimzowitsch,248,1.0
white,618,860,-242,bullet,C50,Giuoco,73,0.0
white,624,512,112,bullet,B01,Scandinavian,104,1.0
black,625,100,525,bullet,A00,Undefined,6,1.0
black,618,675,-57,bullet,C50,Giuoco,104,0.0
white,611,659,-48,bullet,C50,Italian,87,0.0
black,606,643,-37,blitz,A00,Kings,191,0.0
white,616,482,134,bullet,C20,Bishops,107,1.0
black,627,506,121,bullet,A00,Undefined,82,1.0
black,636,676,-40,bullet,C30,Kings,108,1.0
white,640,453,187,bullet,B01,Scandinavian,101,1.0
white,647,594,53,bullet,C50,Italian,88,1.0
black,645,964,-319,bullet,D00,Queens,87,0.0
white,652,585,67,bullet,B01,Scandinavian,85,1.0
black,614,528,86,blitz,C65,Ruy,101,1.0
black,644,663,-19,bullet,C23,Bishops,128,0.0
white,652,617,35,bullet,B01,Scandinavian,92,1.0
black,663,757,-94,bullet,B01,Scandinavian,54,1.0
white,671,667,4,bullet,B01,Scandinavian,59,1.0
white,664,714,-50,bullet,C50,Italian,161,0.0
black,656,691,-35,bullet,C45,Scotch,166,0.0
white,647,612,35,bullet,C47,Four,106,0.0
white,653,547,106,bullet,C42,Petrovs,128,1.0
black,698,672,26,rapid,D05,Colle,47,1.0
black,623,658,-35,blitz,D02,Queens,211,1.0
white,661,663,-2,bullet,B01,Scandinavian,144,1.0
black,665,320,345,bullet,C21,Center,46,1.0
black,673,662,11,bullet,D02,Queens,200,1.0
black,680,602,78,bullet,C20,Kings,98,1.0
white,673,732,-59,bullet,C47,Four,75,0.0
black,664,655,9,bullet,A00,Van,106,0.0
white,656,679,-23,bullet,C25,Vienna,108,0.0
white,614,585,29,blitz,B07,Pirc,70,0.0
black,648,643,5,bullet,C00,French,134,0.0
black,640,642,-2,bullet,D00,Queens,91,0.0
black,633,680,-47,bullet,B01,Scandinavian,73,0.0
white,639,541,98,bullet,C45,Scotch,113,1.0
white,709,677,32,rapid,C00,French,95,1.0
white,606,632,-26,blitz,C25,Vienna,218,0.0
white,614,608,6,blitz,C25,Vienna,134,1.0
black,639,648,-9,bullet,B01,Scandinavian,153,0.0
white,647,588,59,bullet,B01,Scandinavian,140,1.0
black,639,657,-18,bullet,A07,Kings,133,0.0
black,630,626,4,bullet,B07,Pirc,109,0.0
white,638,630,8,bullet,C45,Scotch,72,1.0
white,629,621,8,bullet,C47,Four,95,0.0
black,621,686,-65,bullet,D02,Queens,153,0.0
white,621,567,54,blitz,C50,Italian,125,1.0
white,613,632,-19,bullet,B00,Owens,81,0.0
black,605,635,-30,bullet,D44,Queens,142,0.0
black,597,612,-15,bullet,B01,Scandinavian,101,0.0
black,604,562,42,bullet,A06,Reti,111,1.0
white,612,590,22,bullet,C24,Bishops,42,1.0
white,613,192,421,bullet,B01,Scandinavian,103,1.0
black,613,613,0,blitz,B01,Scandinavian,44,0.0
black,620,579,41,blitz,A02,Birds,195,1.0
white,628,592,36,blitz,C20,Bishops,71,1.0
white,620,639,-19,blitz,C41,Philidor,196,0.0
black,628,573,55,blitz,B01,Scandinavian,68,1.0
white,636,607,29,blitz,B01,Scandinavian,222,1.0
black,617,344,273,bullet,C46,Three,129,1.0
black,610,679,-69,bullet,C23,Bishops,108,0.0
white,628,660,-32,blitz,B01,Scandinavian,119,0.0
black,620,794,-174,blitz,C20,Kings,119,0.0
white,620,604,16,blitz,C23,Bishops,240,0.5
black,629,636,-7,blitz,C61,Ruy,158,1.0
white,623,728,-105,blitz,C55,Italian,212,0.0
black,615,639,-24,blitz,C23,Bishops,33,0.0
black,623,592,31,blitz,C20,Kings,170,1.0
white,631,635,-4,blitz,C24,Bishops,107,1.0
white,602,615,-13,bullet,C55,Italian,76,0.0
black,596,694,-98,bullet,A06,Reti,153,0.0
white,587,580,7,bullet,B01,Scandinavian,77,0.0
white,594,533,61,bullet,B01,Scandinavian,69,1.0
black,585,565,20,bullet,B01,Scandinavian,163,0.0
white,698,732,-34,rapid,C26,Vienna,134,0.0
black,593,480,113,bullet,D00,Queens,74,1.0
black,601,606,-5,bullet,A00,Mieses,115,1.0
white,609,610,-1,bullet,B00,Kings,120,1.0
white,616,576,40,bullet,C55,Italian,58,1.0
black,609,651,-42,bullet,B01,Scandinavian,112,0.0
white,623,641,-18,blitz,C40,Kings,110,0.0
black,601,615,-14,bullet,B01,Scandinavian,99,0.0
white,607,483,124,bullet,C41,Philidor,97,1.0
black,615,588,27,bullet,A00,Van,80,1.0
black,623,587,36,bullet,C47,Four,138,1.0
white,631,568,63,bullet,B30,Sicilian,79,1.0
black,624,661,-37,bullet,B01,Scandinavian,93,0.0
white,634,696,-62,bullet,C20,Bishops,106,1.0
black,641,604,37,bullet,B01,Scandinavian,151,1.0
white,648,598,50,bullet,C50,Italian,112,1.0
black,687,708,-21,rapid,C50,Italian,152,0.0
white,699,696,3,rapid,C21,Center,39,1.0
black,688,684,4,rapid,C45,Scotch,48,0.0
white,615,623,-8,blitz,C41,Philidor,103,0.0
black,640,639,1,bullet,B01,Scandinavian,122,0.0
white,648,631,17,bullet,C55,Italian,103,1.0
black,640,639,1,bullet,C45,Scotch,107,0.0
white,648,623,25,bullet,B01,Scandinavian,101,1.0
white,640,783,-143,bullet,B01,Scandinavian,136,0.0
black,651,647,4,bullet,D00,Queens,129,1.0
black,658,622,36,bullet,A41,Queens,112,1.0
white,650,676,-26,bullet,B27,Sicilian,143,0.0
black,658,619,39,bullet,B07,Pirc,28,1.0
white,650,687,-37,bullet,B01,Scandinavian,129,0.0
black,658,635,23,bullet,B01,Scandinavian,69,1.0
white,666,643,23,bullet,C20,Kings,101,1.0
black,659,697,-38,bullet,A41,Queens,117,0.0
black,649,564,85,bullet,B01,Scandinavian,129,0.0
white,641,669,-28,bullet,C00,French,124,0.0
white,637,818,-181,bullet,B20,Sicilian,116,0.0
black,607,630,-23,blitz,C20,Kings,170,0.0
white,599,605,-6,blitz,C23,Bishops,210,0.0
black,591,704,-113,blitz,C20,Bishops,114,0.0
black,643,526,117,bullet,B01,Scandinavian,98,1.0
black,635,655,-20,bullet,D02,Queens,105,0.0
white,627,639,-12,bullet,C23,Bishops,137,0.0
white,600,551,49,blitz,C23,Bishops,23,1.0
black,592,612,-20,blitz,B01,Scandinavian,48,0.0
white,582,513,69,blitz,C23,Bishops,292,0.0
black,635,494,141,bullet,A00,Mieses,56,1.0
white,627,629,-2,bullet,B07,Pirc,110,0.0
black,582,566,16,blitz,B01,Scandinavian,171,0.5
white,575,630,-55,blitz,B01,Scandinavian,86,0.0
white,583,582,1,blitz,C23,Bishops,203,1.0
black,591,442,149,blitz,C00,French,171,1.0
black,583,593,-10,blitz,B01,Scandinavian,139,0.0
black,575,582,-7,blitz,B01,Scandinavian,203,0.0
black,582,534,48,blitz,B01,Scandinavian,63,1.0
white,575,626,-51,blitz,B07,Pirc,111,0.0
white,583,573,10,blitz,B07,Pirc,85,1.0
black,591,572,19,blitz,B01,Scandinavian,25,1.0
white,599,590,9,blitz,C23,Bishops,153,1.0
black,615,467,148,bullet,C20,Kings,74,0.0
white,605,546,59,bullet,C20,Kings,100,0.0
white,591,615,-24,blitz,B10,Caro,143,0.0
black,599,596,3,blitz,C20,Kings,136,1.0
black,590,584,6,blitz,B01,Scandinavian,156,0.0
white,598,566,32,blitz,C28,Bishops,211,1.0
black,606,463,143,blitz,B01,Scandinavian,161,1.0
white,613,550,63,blitz,B07,Pirc,86,1.0
white,620,470,150,blitz,C42,Petrovs,16,1.0
white,614,705,-91,blitz,B01,Scandinavian,28,0.0
black,621,508,113,blitz,D02,Queens,199,1.0
black,613,618,-5,blitz,D00,Queens,104,0.0
white,617,782,-165,bullet,C50,Italian,139,1.0
white,604,599,5,blitz,B00,Owens,205,0.0
black,596,615,-19,blitz,A41,Queens,111,0.0
black,604,592,12,blitz,B01,Scandinavian,239,1.0
white,611,551,60,blitz,B01,Scandinavian,163,1.0
white,619,606,13,blitz,C23,Bishops,179,1.0
black,609,614,-5,bullet,D02,Queens,135,0.0
white,628,657,-29,blitz,C00,French,170,1.0
black,619,612,7,blitz,A00,Van,141,0.0
black,627,605,22,blitz,C41,Philidor,45,1.0
white,618,614,4,blitz,C26,Vienna,203,0.0
white,626,614,12,blitz,C50,Italian,125,1.0
white,635,645,-10,blitz,C28,Bishops,128,1.0
black,643,465,178,blitz,B01,Scandinavian,89,1.0
black,634,625,9,blitz,B01,Scandinavian,209,0.0
white,627,664,-37,blitz,C23,Bishops,38,0.0
white,600,573,27,bullet,C54,Giuoco,69,0.0
black,635,612,23,blitz,B01,Scandinavian,157,1.0
white,595,768,-173,bullet,B30,Sicilian,159,0.0
black,601,492,109,bullet,C23,Bishops,162,1.0
black,595,704,-109,bullet,B01,Scandinavian,125,0.0
black,606,727,-121,bullet,C44,Kings,94,1.0
white,599,685,-86,bullet,B01,Scandinavian,175,0.0
white,595,798,-203,bullet,C25,Vienna,104,0.0
black,587,623,-36,bullet,D04,Colle,103,0.0
white,594,527,67,bullet,C55,Italian,113,1.0
black,643,624,19,blitz,C41,Philidor,35,1.0
white,652,661,-9,blitz,B07,Pirc,76,1.0
white,660,654,6,blitz,B07,Pirc,163,1.0
white,652,674,-22,blitz,B01,Scandinavian,175,0.0
black,660,659,1,blitz,C44,Ponziani,211,1.0
black,652,685,-33,blitz,C20,Bishops,110,0.0
white,644,647,-3,blitz,C23,Bishops,103,0.0
white,652,624,28,blitz,B01,Scandinavian,99,1.0
black,599,451,148,bullet,B01,Scandinavian,84,1.0
black,592,653,-61,bullet,A00,Van,144,0.0
white,588,774,-186,bullet,B10,Caro,45,0.0
black,596,559,37,bullet,B01,Scandinavian,110,1.0
white,603,518,85,bullet,C28,Bishops,75,1.0
black,610,558,52,bullet,D00,Queens,84,1.0
black,645,718,-73,blitz,B01,Scandinavian,91,0.0
white,652,573,79,blitz,B01,Scandinavian,156,1.0
white,600,541,59,bullet,C25,Vienna,46,0.0
black,595,752,-157,bullet,B01,Scandinavian,107,0.0
white,644,679,-35,blitz,B01,Scandinavian,69,0.0
white,651,613,38,blitz,C25,Vienna,46,1.0
white,643,674,-31,blitz,C25,Vienna,140,0.0
black,651,615,36,blitz,A00,Van,171,1.0
black,659,640,19,blitz,B01,Scandinavian,170,1.0
black,650,643,7,blitz,B00,Nimzowitsch,134,0.0
white,588,656,-68,bullet,B01,Scandinavian,96,0.0
white,598,674,-76,bullet,B00,Kings,103,1.0
black,608,676,-68,bullet,D00,Queens,102,1.0
black,600,599,1,bullet,E00,Queens,157,0.0
white,608,584,24,bullet,B00,Owens,35,1.0
white,617,621,-4,bullet,C00,French,76,1.0
black,657,619,38,blitz,D00,Queens,187,1.0
black,665,631,34,blitz,B01,Scandinavian,185,1.0
black,612,763,-151,bullet,A01,Nimzowitsch,132,0.0
white,604,620,-16,bullet,C28,Bishops,108,0.0
white,597,660,-63,bullet,C25,Vienna,126,0.0
black,590,653,-63,bullet,B02,Alekhines,133,0.0
white,582,611,-29,bullet,B02,Alekhines,108,0.0
black,656,637,19,blitz,B01,Scandinavian,217,0.0
white,648,647,1,blitz,C26,Vienna,106,0.0
black,590,564,26,bullet,B01,Scandinavian,66,1.0
white,582,617,-35,bullet,C25,Vienna,119,0.0
black,574,570,4,bullet,C20,Kings,161,0.0
white,566,568,-2,bullet,B07,Pirc,128,0.0
black,644,829,-185,blitz,C40,Kings,147,0.0
black,650,565,85,blitz,B01,Scandinavian,78,1.0
white,574,559,15,bullet,C28,Bishops,151,1.0
white,582,566,16,bullet,D20,Queens,96,1.0
black,642,654,-12,blitz,B00,Nimzowitsch,94,0.0
black,650,644,6,blitz,B01,Scandinavian,154,1.0
white,658,658,0,blitz,D00,Queens,179,1.0
white,573,561,12,bullet,B07,Pirc,131,0.0
black,565,600,-35,bullet,A01,Nimzowitsch,89,0.0
black,571,476,95,bullet,B00,Nimzowitsch,122,1.0
white,564,636,-72,bullet,C00,French,144,0.0
white,554,484,70,bullet,C28,Bishops,71,0.0
white,546,557,-11,bullet,C28,Bishops,97,0.0
white,538,556,-18,bullet,C00,French,33,0.0
black,527,421,106,bullet,B02,Alekhines,85,0.0
black,534,458,76,bullet,C00,French,82,1.0
white,527,582,-55,bullet,B01,Scandinavian,159,0.0
white,536,546,-10,bullet,C28,Bishops,48,1.0
black,526,461,65,bullet,D00,Queens,130,0.0
black,533,471,62,bullet,C25,Vienna,71,1.0
white,527,664,-137,bullet,C25,Vienna,154,0.0
black,534,492,42,bullet,C46,Three,120,1.0
white,542,536,6,bullet,C00,French,104,1.0
black,547,409,138,bullet,A00,Undefined,160,1.0
white,539,570,-31,bullet,C25,Vienna,125,0.0
white,529,462,67,bullet,B01,Scandinavian,189,0.0
black,537,525,12,bullet,D02,Queens,89,1.0
white,544,473,71,bullet,C25,Vienna,93,1.0
white,550,424,126,bullet,C25,Vienna,54,1.0
black,558,505,53,bullet,C50,Giuoco,47,1.0
black,564,472,92,bullet,C20,Kings,126,1.0
white,573,621,-48,bullet,B07,Pirc,127,1.0
black,582,625,-43,bullet,C40,Kings,66,1.0
white,572,516,56,bullet,C25,Vienna,222,0.0
black,578,437,141,bullet,C20,Kings,93,1.0
white,571,634,-63,bullet,C28,Bishops,43,0.0
black,577,456,121,bullet,C42,Petrovs,136,1.0
white,566,470,96,bullet,C25,Vienna,293,0.0
black,556,495,61,bullet,A40,Englund,73,0.0
white,563,504,59,bullet,B07,Pirc,69,1.0
white,556,592,-36,bullet,B02,Alekhines,115,0.0
black,565,562,3,bullet,C47,Four,90,1.0
black,558,594,-36,bullet,C20,Kings,136,0.0
white,550,566,-16,bullet,C25,Vienna,130,0.0
white,649,612,37,blitz,B00,Nimzowitsch,64,0.0
black,641,653,-12,blitz,C41,Philidor,107,0.0
white,641,658,-17,blitz,B07,Pirc,121,0.5
black,633,652,-19,blitz,C21,Center,169,0.0
black,625,645,-20,blitz,A40,Englund,21,0.0
white,633,629,4,blitz,C23,Bishops,164,1.0
white,543,609,-66,bullet,C28,Bishops,118,0.0
black,553,644,-91,bullet,A00,Kings,47,1.0
black,557,384,173,bullet,C40,Kings,37,1.0
white,565,514,51,bullet,B00,Nimzowitsch,151,1.0
white,575,622,-47,bullet,C25,Vienna,134,1.0
black,585,668,-83,bullet,A00,Mieses,82,1.0
black,578,648,-70,bullet,C41,Philidor,82,0.0
black,585,519,66,bullet,A40,Queens,59,1.0
white,577,588,-11,bullet,B20,Sicilian,159,0.0
black,567,505,62,bullet,C21,Center,116,0.0
white,557,465,92,bullet,C50,Giuoco,58,0.0
white,625,634,-9,blitz,C24,Bishops,201,0.0
white,617,620,-3,blitz,C25,Vienna,82,0.0
black,563,479,84,bullet,A00,Kings,88,1.0
white,569,460,109,bullet,B02,Alekhines,85,1.0
white,565,762,-197,bullet,A00,Van,133,0.0
black,572,528,44,bullet,A40,Englund,102,1.0
